7.387943129722565061e+00 4.454247051600737706e+01 4.468255141589834523e+01 6.058406082618733590e-01 9.115464490733483638e-01 9.046063086883641136e-01 6.520925203672304013e-11 -6.021170990622856110e-10 3.617730600435216077e-10 -2.634715175089702660e-10 6.266837093521983990e-11 -3.867148256503531806e-12 -7.192507298058982879e-11 2.301843381434569226e-11
1.860244626255618527e+01 6.239489104602225211e+01 6.099722939328367843e+00 8.783274675456814728e-01 6.468015526898032164e-01 6.552202364514292388e-01 1.034694512299702389e-10 -1.932978853267623696e-09 4.923096366762837409e-10 1.126776111013073327e-10 3.821144777742262211e-10 2.351363880943008040e-11 7.074895817400538482e-11 3.662725530353953421e-11
-8.745011962304822362e+00 6.914208944677400837e+01 3.633402536509400704e+01 9.067066250260416016e-01 5.571890828722655398e-01 4.725952434144168324e-01 -1.699091146010289196e-10 -1.581024272858259309e-09 2.748899368895369853e-10 -2.420276295374166443e-10 1.366542552101461863e-10 -4.740249461780940349e-12 1.271277150609504260e-12 1.728649230602665084e-11
6.262140083560581161e-01 6.198548602358965098e+01 9.140102752120249363e+00 5.662713998589773423e-01 4.019778045821575940e-02 1.544218779485088122e-01 2.129709347676921257e-12 -3.570328327721727355e-08 9.513458528531559831e-11 6.966579702067751417e-12 1.012299510674500647e-10 5.186203863903933974e-12 1.923384654548344533e-11 9.675241468256937871e-12
-5.946054055274007766e+00 3.506234274368624426e+01 1.884862281907908255e+01 2.308119775003281138e-02 4.166072104312261715e-01 5.633087164925885126e-01 1.526367697296577938e-10 3.547891103914541856e-09 1.185299213956913615e-10 2.132412587414147730e-10 1.882989404324472008e-10 3.211583811961744077e-11 7.454123027834298783e-11 2.969385490602698207e-11
5.518670695583725916e+00 4.982425290846269661e+01 7.163039320586851666e+00 3.958025486764980005e-01 3.917524659393445408e-01 2.273343709698953941e-01 4.335251151495425890e-11 1.346950009299844085e-08 1.065407130102514230e-10 3.859740131664930744e-11 1.375639463617121275e-10 9.009082144863710690e-12 2.712704921753736995e-11 1.323464822757266715e-11
-1.153153119192723608e+01 4.360863008615159231e+01 2.565065795270572124e+01 9.898986802185183453e-01 4.763287306388719333e-02 8.057439434065328809e-01 9.427444653946097347e-12 2.076730911866401369e-09 2.261867586514876821e-10 -1.650960343690207829e-10 4.570081164927631540e-10 3.459794134309046772e-11 1.405064683032460068e-10 5.645097645466971508e-11
-1.105713685313856054e+01 5.572149058643941544e+01 2.955578384318790697e+01 8.716180778625985948e-01 8.269710052178294024e-01 3.077740514926669002e-01 -6.102121474755954392e-11 8.830286783780120525e-09 2.105976015685172863e-10 -4.715505076580184079e-10 1.235020288260034774e-10 -1.725821569788415710e-11 -3.478831739112854756e-11 9.571487435653838065e-12
2.140548267083843115e+01 3.334855487281454600e+01 3.584952516333476780e+01 1.393210105985487335e-01 7.218964947069260729e-01 2.172970429824835348e-01 4.119773924781830071e-11 1.376949884003294605e-09 2.082166979207263701e-10 -6.665763889875737728e-11 -3.561557516861191479e-10 -1.058972450250155251e-11 -1.195979660805583004e-10 -1.844264761510983987e-11
-2.357138653787210103e+01 5.139600704700521305e+01 1.913735149246517153e+01 6.717577420696375645e-01 5.676981191143701810e-01 9.609170141804366239e-01 3.173664282391150558e-10 9.225906986650928995e-09 1.907711270993133871e-10 6.177255238474864776e-11 2.521637450916937675e-10 4.511167336317471694e-11 1.105872003473818673e-10 4.235276658994629370e-11
